,Id,Nome,album,Banda,Genero,Data_lancamento,Popularidade_Banda,Duracao,Popularidade,acustica,dancabilidade,energia,Instrumentalidade,vivacidade,Volume,speechiness,tempo,time_signature
318,0P1TduDwCQF1ops55ErEUm,Tranque a Porta e Me Beija,Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,167386,16,0.317,0.671,0.763,0.0,0.59,-4.055,0.0259,112.924,4
319,0ltz1vtjqKolDlOr2o0llr,Segredo de Alma,Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,199200,14,0.74,0.756,0.533,0.0,0.105,-7.547,0.0421,101.963,4
320,4Dmx2Mg30A1hQNadEpha5L,Embriagado de Amor,Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,189480,12,0.479,0.716,0.842,0.0,0.143,-3.923,0.0369,128.026,4
321,0KjtTVRUMsNglRKUfybN8l,Dona do Meu Destino,Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,235640,18,0.594,0.709,0.693,0.0,0.159,-5.306,0.0266,119.917,4
322,7aRctGUYagVWYSwQ9agpdG,"Linda, Linda",Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,227973,13,0.506,0.614,0.649,0.0,0.305,-4.524,0.0275,110.99,4
323,2SifwzmJPtcCMH79n31N4x,Bora Tomar uma,Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,170746,13,0.551,0.685,0.895,0.0,0.408,-4.484,0.0444,110.018,4
324,6qZeysWRgF7oZon2rQ4FS5,Ternura (Somehow It Got to Be Tomorrow),Bar do Leo,Leonardo,"['sertanejo', 'sertanejo universitario']",2016-04-25,61,192840,14,0.487,0.596,0.72,7.28e-06,0.152,-4.608,0.0257,93.206,4
325,0eVOqud46n3q3okOv70Hty,Deixa Que Ela Decide,Deixa Que Ela Decide,Zé Felipe,"['arrocha', 'arrochadeira']",2016-05-12,70,167333,0,0.157,0.874,0.775,0.0,0.252,-5.061,0.166,131.988,4
326,1nZHeMQomc9oJXTJAuV4Qv,Amor Mal Resolvido - Ao Vivo,Amor Mal Resolvido (Ao Vivo),Simone & Simaria,"['funk carioca', 'pop nacional', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2016-08-05,63,199844,0,0.59,0.698,0.731,0.0,0.666,-3.951,0.0464,79.981,4
327,2DAGCHu5aoo2FOjmtU9ojo,50 Reais,50 Reais,Naiara Azevedo,"['funk carioca', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",2016-04-28,54,207104,56,0.206,0.778,0.826,0.0,0.761,-2.798,0.212,139.042,4
328,2FqosNGYTFddG0Ev62wKEa,De Vez Outra Vez - Ao Vivo,Novas Histórias (Ao Vivo),Henrique & Juliano,"['arrocha', 'sertanejo universitario']",2016-03-18,80,167173,0,0.66,0.621,0.739,0.0,0.467,-5.809,0.0367,118.4,4
329,4J0fKTG6zSmdGgFxfagviP,Parece Piada - Ao Vivo,Parece Piada - Single (Ao Vivo),Henrique & Juliano,"['arrocha', 'sertanejo universitario']",2015-12-11,80,180169,0,0.512,0.623,0.877,0.0,0.309,-3.291,0.0625,93.907,4
330,6JkxJ498sLS1Omd2rzIo1M,Show Completo - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,159546,0,0.516,0.644,0.934,0.0,0.981,-2.166,0.232,153.981,4
331,3z9nCKJRmq4hgqnZkEK4S4,Quase um Casal - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,178386,0,0.564,0.613,0.951,0.0,0.641,-2.376,0.191,169.952,4
332,0uVNiYUCSjnLe97osaY1gi,Você Se Transformou - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,193053,0,0.621,0.596,0.791,0.0,0.839,-2.436,0.0394,113.878,4
333,004CGpogUvPJGm0HaAmqDm,Mexidinho - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,149240,0,0.627,0.546,0.938,0.0,0.366,-2.791,0.244,182.19,4
334,4zN49EK4YVTss4qq03mH42,Se Olha no Espelho - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,211920,0,0.595,0.348,0.746,0.0,0.881,-3.571,0.0625,206.929,4
335,1Nb9EWTDra8W04ycJ9MOoQ,No Dia do Seu Casamento - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,179000,0,0.479,0.53,0.867,0.0,0.747,-3.455,0.104,147.926,4
336,3EYIDzb733sCNtDLRDPJit,Fala a Verdade - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,153013,0,0.58,0.561,0.955,0.0,0.967,-3.147,0.122,166.032,4
337,7vtMB9X1lHuWqwJvigMkMc,Te Procurava de Novo - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,163133,0,0.694,0.49,0.942,0.0,0.426,-2.822,0.0707,163.654,4
338,42SxmvTMclOGPHWLDKGWVd,Pessoa Errada - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,205653,0,0.605,0.499,0.851,0.0,0.868,-2.983,0.0594,142.961,4
339,2ql6LMoZ7zID31pJuMTqih,Sem Tirar a Roupa - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,193160,0,0.244,0.619,0.934,0.0,0.846,-2.993,0.0777,104.059,4
340,0Hsv876B7Xf3x4CS7vyhit,Dois Idiotas - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,202853,0,0.781,0.597,0.879,0.0,0.716,-2.811,0.0432,113.815,4
341,4pz6JFbCuvLDKh1T8b5cXi,Motel - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,189573,0,0.64,0.683,0.717,0.0,0.734,-3.247,0.0413,124.037,4
342,7gJNqt7h5fYoXC4odCdc0T,Encontro Com o Passado - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,182786,0,0.292,0.433,0.91,0.0,0.873,-2.754,0.233,165.527,4
343,1bvwEVvH8nS6ZH5d3xTskw,Luz de Velas - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,179226,0,0.359,0.54,0.879,0.0,0.69,-2.188,0.126,150.263,4
344,5aK2GA5hrjxBjS5s4gnP9W,Turma do A A - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,156666,0,0.417,0.689,0.96,0.0,0.875,-3.329,0.0416,149.969,4
345,0CdQAFRsDXUQDiN2csLdp6,É Rolo - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,199106,0,0.521,0.34,0.888,0.0,0.691,-3.066,0.155,193.997,4
346,3VXVXN0MBCwZPEiUbhwGsG,10% - Ao Vivo,Show Completo | Ao Vivo em Goiânia,Maiara & Maraisa,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-08-14,76,174653,0,0.514,0.634,0.949,0.0,0.867,-2.838,0.0915,153.992,4
347,4JWvILyOVmhPqXgSSjVB4p,Te Assumi Pro Brasil - Ao Vivo,Te Assumi Pro Brasil (Na Praia 2 / Ao Vivo),Matheus & Kauan,"['arrocha', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']",2016-11-11,76,162464,0,0.0945,0.627,0.822,0.0,0.378,-4.421,0.0491,125.957,4
348,3th4HHrJnDK7EHOlRGr4NV,Poeira da Lua,Poeira da Lua - Single,Marcos & Belutti,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']",2015-05-04,58,194711,0,0.58,0.486,0.571,0.0,0.138,-4.068,0.0311,150.116,4
349,02cLedGnPlV4uqAWrJj7gR,Luz Apagada,Onde Tudo Começou,Zé Ricardo & Thiago,['sertanejo pop'],2015-10-16,43,187520,14,0.245,0.789,0.84,0.0,0.973,-4.677,0.0731,130.104,4
350,5fphkEmVP9cTdU0LbuqLQO,Me Adora,Chiaroscuro,Pitty,"['brazilian rock', 'hard rock brasileiro', 'mpb', 'pop rock brasileiro', 'rock baiano']",2009-08-01,60,271226,60,0.0597,0.588,0.922,1.08e-05,0.141,-3.259,0.0525,111.968,4
351,5E1Rmthk2XO2poZWt11GAm,I Love The USA,I Love The USA,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",2016-09-02,72,189742,0,0.0695,0.541,0.59,0.00744,0.145,-6.631,0.0294,107.953,4
352,6s3GEN8wK0OMzzzZbXj0fu,Hymn for the Weekend - Seeb Remix,Hymn for the Weekend (Seeb Remix),Coldplay,"['permanent wave', 'pop']",2016-03-25,88,212647,67,0.00868,0.565,0.849,4.68e-06,0.12,-3.516,0.0517,102.034,4
353,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,In the Name of Love,Martin Garrix,"['dance pop', 'dutch edm', 'edm', 'electro house', 'pop', 'pop dance', 'progressive house', 'tropical house']",2016-07-29,75,195706,79,0.109,0.501,0.519,0.0,0.454,-5.88,0.0409,133.99,4
354,7BKLCZ1jbUBVqRi2FVlTVw,Closer,Closer,The Chainsmokers,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",2016-07-29,79,244960,84,0.414,0.748,0.524,0.0,0.111,-5.599,0.0338,95.01,4
355,3ViMAvyCcmbRauKuoP2GJm,Old Yellow Bricks,Favourite Worst Nightmare,Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",2007-04-22,87,193226,0,0.000147,0.66,0.837,6.62e-06,0.0788,-4.315,0.0682,135.158,4
356,7MeXwzhSDGfqNfuFANgzVC,Toxicity,Toxicity,System Of A Down,"['alternative metal', 'nu metal', 'rap metal']",2001-01-01,77,218933,0,0.000254,0.407,0.876,0.00265,0.215,-4.145,0.0529,116.335,3
357,1ez4uWPnJwYufNhYTLVsJr,Soldier Side,Hypnotize,System Of A Down,"['alternative metal', 'nu metal', 'rap metal']",2005-11-22,77,220266,61,0.264,0.373,0.818,2.42e-06,0.119,-1.691,0.0352,76.474,4
358,5JzF2iymNwCyFz9MTmojd0,Why Don't You Get a Job?,Americana,The Offspring,"['alternative metal', 'permanent wave', 'punk', 'rock', 'skate punk', 'socal pop punk']",1998-11-17,75,171866,0,0.0707,0.772,0.878,1.55e-06,0.303,-4.479,0.0806,107.951,4
359,0oEweHsuQagFuqXct9UvBm,What You Know,Tourist History,Two Door Cinema Club,"['indietronica', 'irish rock', 'modern rock', 'northern irish indie', 'rock']",2010-04-27,66,191426,59,0.000741,0.549,0.755,6.06e-06,0.0786,-3.991,0.0403,139.034,4
360,0qgiFuYhYuwtFXEwYakddE,I Will Survive,Fashion Nugget,CAKE,"['alternative rock', 'modern rock', 'pop rock', 'rock', 'sacramento indie']",1996-09-17,60,310333,13,0.306,0.501,0.69,0.000162,0.133,-7.953,0.0317,95.758,4
361,2IZZqH4K02UIYg5EohpNHF,Zombie,No Need To Argue,The Cranberries,"['irish rock', 'pop rock']",1994-10-03,71,306426,4,0.0154,0.307,0.635,0.00483,0.366,-8.957,0.0339,166.973,4
362,4F8xzq2XQ82zMBypnQ3gvB,Clap Snap,Emergency EP,Icona Pop,"['candy pop', 'dance pop', 'edm', 'electropop', 'metropopolis', 'pop', 'swedish electropop', 'swedish synthpop']",2015-07-17,64,164399,55,0.0464,0.897,0.794,0.0816,0.0482,-4.642,0.0571,130.01,4
363,2aU56ZwZBtPcBjz60OS6gO,Glory To The Brave,Steel Meets Steel - 10 Years Of Glory,HammerFall,"['gothenburg metal', 'melodic metal', 'metal', 'neo classical metal', 'power metal', 'swedish power metal']",2007-10-23,55,440293,0,0.0495,0.468,0.651,0.000673,0.212,-9.287,0.034,124.017,4
364,6jg3Om6ZBMKlylforWGPEC,War of Change,The End Is Where We Begin,Thousand Foot Krutch,"['alternative metal', 'canadian ccm', 'canadian metal', 'canadian rock', 'christian alternative rock', 'christian rock', 'nu metal', 'rap metal']",2012-04-17,63,231666,0,0.00229,0.532,0.878,0.000282,0.0771,-4.431,0.0326,104.026,4
365,5nOGEQEygX0UZykh76c6vc,El Viejo,Normalmente Anormal,La Vela Puerca,"['latin alternative', 'latin rock', 'reggae uruguayo', 'rock en espanol', 'rock uruguayo']",2009,60,182346,0,0.304,0.565,0.905,0.0,0.593,-4.744,0.0433,118.128,4
366,7EzBtdvc3h09uEnn3Ikshf,Mesmo Que Mude,Eles São Assim. E Assim por Diante.,Bidê ou Balde,"['brazilian rock', 'rock gaucho']",2012-12-03,35,288613,0,0.0112,0.589,0.766,0.0,0.109,-4.466,0.0295,142.012,4
367,3MjrueDQKVr6xDDseZwhEd,Figure It Out,Royal Blood,Royal Blood,"['alternative rock', 'brighton indie', 'garage rock', 'modern alternative rock', 'modern blues rock', 'modern hard rock', 'modern rock', 'rock']",2014-08-22,63,183602,66,0.229,0.658,0.814,0.00676,0.216,-4.631,0.0558,108.016,4
368,15mzvqTjdX7RDh7qy60kGT,Wolf,Stone Giant,Stone Giant,[],2015-05-17,16,217813,15,0.0693,0.489,0.618,0.0212,0.435,-5.449,0.0545,113.203,4
369,4CSrkP9hR5x1Hcx8Znim8M,Talvez,Sol-Te,Suricato,"['folk brasileiro', 'nova mpb']",2014-10-20,42,154533,22,0.0328,0.669,0.71,0.0,0.108,-6.234,0.0436,107.075,4
370,1ZG6gVhMutKqmL3MUkHt9s,Wizard of Tempest,Hourglass,Pandora 101,"['brazilian metal', 'brazilian progressive metal']",2009-10-01,15,422534,0,0.582,0.278,0.499,0.00276,0.103,-6.648,0.0263,100.229,4
371,00bHVjPL7arXz9W59VKo5m,Animal Style,Animal Style,Biffy Clyro,"['modern rock', 'scottish rock']",2016-05-25,60,210373,19,0.000448,0.472,0.898,0.0,0.142,-2.503,0.0684,139.728,4
372,5uSKP5cqw0C2jfykeRti9y,Komplett im Arsch,Scheitern und Verstehen,Feine Sahne Fischfilet,"['antideutsche', 'german punk', 'german rock', 'german ska']",2012-11-09,49,283653,0,0.0083,0.597,0.895,0.0,0.154,-4.313,0.246,139.831,4
373,03exGICvveTic0aLUiviXk,Brothers and Sisters,Great Divide,Twin Atlantic,"['british alternative rock', 'modern alternative rock', 'modern rock', 'scottish rock']",2014-08-19,41,222308,0,0.0152,0.498,0.829,2.25e-05,0.154,-4.994,0.0415,125.012,4
374,1fS9dkLwdK7oGuH0aQ7aHd,Get Through This,Art of Dying,Art Of Dying,"['alternative metal', 'christian rock', 'gymcore', 'nu metal', 'post-grunge', 'post-screamo', 'rap rock']",2006-01-01,46,148106,46,0.000249,0.561,0.929,0.00027,0.0588,-3.201,0.128,133.129,4
375,5Xak5fmy089t0FYmh3VJiY,Black,Ten,Pearl Jam,"['alternative rock', 'grunge', 'permanent wave', 'rock']",1991-08-27,73,342653,73,0.323,0.36,0.684,0.0,0.34,-6.457,0.0308,77.15,4
376,6yl8Es1tCYD9WdSkeVLFw4,You Shook Me All Night Long,Who Made Who,AC/DC,"['australian rock', 'hard rock', 'rock']",1986-05-24,80,210880,64,0.00224,0.529,0.768,0.00075,0.297,-5.51,0.0566,127.316,4
